Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,X1stFlrSF,X2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,X3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,Longitude,Latitude,county,tract,blkgrp,HIMEDBYX,HIAVGBYX,INCPHMBYX,VACANTHUBY,POPDENBY,CAPINCBY,HHCHG2KBY,POPCH2KBY,MEDINC2KBY,ED10HSCHBYX,NOHSDIPBY,COLNODEGBY,COLLDEGBY,PRODEGBY,FC15OF18BYX,ECPOP16PBYX,HVMEDBY,HVAVGBY,MS03PMARBYX,WHTPOPBYX,POPBYX,P0004BYX,P0509BYX,P1014BYX,P1519BYX,P2024BYX,P2529BYX,P3034BYX,P3539BYX,P4044BYX,P4549BYX,P5054BYX,P5559BYX,P6064BYX,P6569BYX,P7074BYX,P7579BYX,P8084BYX,P85PBYX,POPBY,HHBY
1232,90,RL,70.0,7728,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,SLvl,5,6,1962,1962,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,120.0,TA,TA,CBlock,TA,TA,Av,ALQ,803,Unf,0,303,1106,GasA,TA,Y,SBrkr,1190,0,0,1190,1,0,1,0,3,1,TA,6,Typ,0,,Attchd,1962.0,Unf,2,540,TA,TA,Y,0,18,0,0,0,0,,GdWo,,0,5,2006,WD,Normal,132500,-93.619334,42.044734999999996,169,000200,2,53702.703703703686,67161.3,29098.536687631025,24.0,4613.23249739033,29098.536687631025,-0.015873015873015872,-0.018518518518518517,-0.001564974322214306,0.3240917782026769,0.014340344168260041,0.14627151051625242,0.3193116634799236,0.1959847036328872,0.03870967741935484,1.0,150214.0,154788.0,0.5900253592561285,0.896575821104123,1.0,0.07547169811320754,0.05101327742837177,0.04682040531097135,0.039832285115303984,0.055904961565338925,0.08595387840670858,0.07127882599580712,0.0496156533892383,0.0573025856044724,0.04682040531097135,0.07337526205450735,0.07407407407407406,0.05660377358490566,0.047519217330538085,0.04682040531097135,0.05520614954577218,0.037037037037037035,0.029350104821802937,1431.0,620.0
1233,90,RL,70.0,9842,Pave,,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,Duplex,1Story,4,5,1962,1962,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,Slab,,,,,0,,0,0,0,GasA,TA,Y,SBrkr,1224,0,0,1224,0,0,2,0,2,2,TA,6,Typ,0,,CarPort,1962.0,Unf,2,462,TA,TA,Y,0,0,0,0,0,0,,,,0,3,2007,WD,Normal,101800,-93.621368,42.041332000000004,169,000400,2,75991.0634920635,89644.19850187266,39109.47875816994,9.0,4979.43178818714,39109.47875816994,-0.029090909090909087,-0.04672897196261682,0.39010585849857293,0.2222222222222222,0.0,0.13832199546485266,0.43537414965986393,0.20408163265306126,0.033707865168539325,1.0,150605.0,161946.0,0.5945419103313841,0.8692810457516339,1.0,0.04901960784313725,0.06209150326797385,0.05065359477124183,0.04084967320261438,0.07679738562091502,0.08169934640522876,0.06862745098039216,0.06209150326797385,0.06535947712418301,0.06535947712418301,0.07026143790849672,0.0849673202614379,0.07026143790849672,0.03758169934640523,0.04738562091503268,0.03594771241830065,0.017973856209150325,0.013071895424836602,612.0,267.0
1234,20,RL,,12160,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Hip,CompShg,Plywood,Plywood,BrkFace,180.0,TA,TA,CBlock,TA,TA,No,Rec,1000,Unf,0,188,1188,GasA,Fa,Y,SBrkr,1188,0,0,1188,1,0,1,0,3,1,TA,6,Typ,0,,Attchd,1959.0,RFn,2,531,TA,TA,Y,0,0,0,0,0,0,,MnPrv,,0,5,2010,COD,Abnorml,142000,-93.614882,42.044052,169,000200,2,53702.703703703686,67161.3,29098.536687631025,24.0,4613.23249739033,29098.536687631025,-0.015873015873015872,-0.018518518518518517,-0.001564974322214306,0.3240917782026769,0.014340344168260041,0.14627151051625242,0.3193116634799236,0.1959847036328872,0.03870967741935484,1.0,150214.0,154788.0,0.5900253592561285,0.896575821104123,1.0,0.07547169811320754,0.05101327742837177,0.04682040531097135,0.039832285115303984,0.055904961565338925,0.08595387840670858,0.07127882599580712,0.0496156533892383,0.0573025856044724,0.04682040531097135,0.07337526205450735,0.07407407407407406,0.05660377358490566,0.047519217330538085,0.04682040531097135,0.05520614954577218,0.037037037037037035,0.029350104821802937,1431.0,620.0
1235,70,RH,55.0,8525,Pave,,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,2Story,5,6,1911,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,Av,Unf,0,Unf,0,940,940,GasA,TA,N,FuseA,1024,940,0,1964,0,0,1,1,4,1,TA,7,Typ,0,,,,,0,0,,,N,0,192,0,0,0,0,,,,0,11,2008,WD,Abnorml,130000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236,70,RL,96.0,13132,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,5,5,1914,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Gd,TA,Mn,Unf,0,Unf,0,747,747,GasA,Gd,Y,FuseF,892,892,0,1784,0,0,1,1,4,1,TA,9,Typ,0,,Detchd,1914.0,Unf,1,180,Fa,Fa,N,203,40,0,0,0,0,,,,0,7,2006,WD,Normal,138887,-93.646438,42.01895,169,001100,3,114533.88372093024,145344.5,61223.056384742944,5.0,5090.648985229456,61223.056384742944,0.011952191235059759,-0.2055961070559611,0.6390772896080325,0.07803468208092486,0.0,0.023121387283236997,0.2832369942196532,0.615606936416185,0.01968503937007874,1.0,187162.0,204247.0,0.4610051993067591,0.9494640122511486,1.0,0.03828483920367534,0.033690658499234305,0.0444104134762634,0.06584992343032159,0.28790199081163853,0.05206738131699847,0.055130168453292494,0.03981623277182236,0.04594180704441042,0.05206738131699847,0.04747320061255743,0.06278713629402756,0.05972434915773354,0.04287901990811639,0.02603369065849924,0.021439509954058196,0.015313935681470138,0.009188361408882085,653.0,254.0
1237,160,RL,36.0,2628,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,Wd Shng,Stone,106.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,764,764,GasA,Ex,Y,SBrkr,764,862,0,1626,0,0,2,1,2,1,Gd,6,Typ,0,,BuiltIn,2003.0,RFn,2,474,TA,TA,Y,0,27,0,0,0,0,,,,0,6,2010,WD,Normal,175500,-93.651013,42.057181,169,000100,2,92967.75,112187.19966859983,43554.18140881312,36.0,1090.2749920615072,43554.18140881312,1.414,1.519417475728155,0.11330697016247022,0.056,0.014588235294117647,0.13458823529411762,0.4809411764705882,0.31388235294117645,0.015741507870753936,1.0,221827.00000000003,256323.99999999997,0.7533726812816189,0.8988439306358381,1.0,0.08413615928066795,0.0838150289017341,0.07032755298651253,0.04816955684007707,0.031149646756583174,0.04592164418754014,0.07418111753371869,0.07803468208092486,0.07931920359666024,0.06165703275529865,0.054913294797687855,0.07225433526011561,0.05876685934489403,0.04463712267180475,0.043994861913937054,0.034360950545921636,0.023121387283236997,0.011239563262684648,3114.0,1207.0
1238,60,RL,41.0,12393,Pave,,IR2,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,847,847,GasA,Ex,Y,SBrkr,847,1101,0,1948,0,0,2,1,4,1,Gd,8,Typ,1,Gd,BuiltIn,2004.0,Fin,2,434,TA,TA,Y,100,48,0,0,0,0,,,,0,9,2006,WD,Normal,195000,-93.687685,42.016092,169,001301,3,27022.809523809527,38171.799912049246,16699.24451712197,116.0,5679.5115732919585,16699.24451712197,2.685575364667747,2.1181763647270544,-0.152921155896377,0.060266292922214436,0.019621583742116328,0.12473721093202522,0.6152768044849335,0.18009810791871056,0.02154793315743184,1.0,220700.99999999997,207378.0,0.11814259297308402,0.8634090034628703,1.0,0.03308964986533282,0.01692958830319354,0.013659099653712968,0.06483262793382072,0.5969603693728357,0.12389380530973453,0.04193920738745671,0.023085802231627546,0.0119276644863409,0.013081954597922276,0.010773374374759524,0.007502885725278953,0.007310504040015391,0.006540977298961139,0.005386687187379761,0.004424778761061947,0.00596383224317045,0.012697191227395151,5198.000000000001,2274.0
1239,20,RL,63.0,13072,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1141,1141,GasA,Ex,Y,SBrkr,1141,0,0,1141,0,0,1,1,3,1,TA,6,Typ,0,,Detchd,2005.0,Unf,2,484,TA,TA,Y,0,0,0,0,0,0,,,,0,3,2006,WD,Abnorml,142500,-93.691754,42.037911,169,000600,1,65980.59509202454,73491.59982332154,30142.206884057967,35.0,2534.657261335563,30142.206884057967,0.1586489252814739,0.14333057166528584,0.4927355609610196,0.08096415327564895,0.016069221260815822,0.09270704573547588,0.4721878862793573,0.33807169344870214,0.05123674911660778,1.0,203448.0,226766.0,0.5735694822888283,0.8079710144927537,1.0,0.07681159420289856,0.06376811594202897,0.06159420289855073,0.05217391304347826,0.15942028985507245,0.12753623188405794,0.08514492753623187,0.060144927536231886,0.05,0.05507246376811594,0.06195652173913044,0.06123188405797101,0.03152173913043478,0.02355072463768116,0.013768115942028985,0.007246376811594203,0.004710144927536232,0.004347826086956522,2760.0,1132.0
1240,20,RL,64.0,9037,Pave,,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,32.0,Gd,TA,PConc,Gd,TA,Av,GLQ,428,Unf,0,1048,1476,GasA,Ex,Y,SBrkr,1484,0,0,1484,0,0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,2006.0,RFn,2,472,TA,TA,Y,120,33,0,0,0,0,,,,0,12,2007,WD,Normal,265900,-93.650561,41.9941,169,001302,1,63810.475409836065,81504.00000000001,41850.82297772567,88.0,119.10429084035,41850.82297772567,0.17583892617449665,0.06932515337423313,0.03129707809154192,0.06950672645739911,0.048579970104633774,0.14723467862481315,0.4439461883408071,0.2907324364723468,0.0136986301369863,1.0,246970.0,269800.99999999994,0.5968790637191156,0.9093516924842227,1.0,0.04130808950086058,0.0378657487091222,0.038439472174411925,0.0395869191049914,0.07515777395295467,0.1004016064257028,0.0814687320711417,0.04704532415375789,0.04417670682730924,0.07114170969592656,0.08204245553643144,0.06712564543889846,0.055077452667814115,0.038439472174411925,0.029833620195065975,0.03671830177854274,0.043029259896729774,0.07114170969592656,1743.0,876.0
1241,60,RL,65.0,8158,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,252.0,Gd,TA,PConc,Gd,TA,No,GLQ,550,Unf,0,334,884,GasA,Ex,Y,SBrkr,884,884,0,1768,1,0,2,1,3,1,Gd,8,Typ,0,,Attchd,2003.0,RFn,2,543,TA,TA,Y,0,63,0,0,0,0,,,,0,7,2008,WD,Normal,224900,-93.686982,42.016207,169,001301,3,27022.809523809527,38171.799912049246,16699.24451712197,116.0,5679.5115732919585,16699.24451712197,2.685575364667747,2.1181763647270544,-0.152921155896377,0.060266292922214436,0.019621583742116328,0.12473721093202522,0.6152768044849335,0.18009810791871056,0.02154793315743184,1.0,220700.99999999997,207378.0,0.11814259297308402,0.8634090034628703,1.0,0.03308964986533282,0.01692958830319354,0.013659099653712968,0.06483262793382072,0.5969603693728357,0.12389380530973453,0.04193920738745671,0.023085802231627546,0.0119276644863409,0.013081954597922276,0.010773374374759524,0.007502885725278953,0.007310504040015391,0.006540977298961139,0.005386687187379761,0.004424778761061947,0.00596383224317045,0.012697191227395151,5198.000000000001,2274.0
1242,20,RL,83.0,9849,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,6,2007,2007,Hip,CompShg,VinylSd,VinylSd,Stone,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1689,1689,GasA,Ex,Y,SBrkr,1689,0,0,1689,0,0,2,0,3,1,Gd,7,Typ,0,,Attchd,2007.0,RFn,3,954,TA,TA,Y,0,56,0,0,0,0,,,,0,6,2007,New,Partial,248328,-93.64248,42.054153,169,000100,6,85564.47619047617,96885.6,41348.027716535435,43.0,3010.7715839258008,41348.027716535435,1.6057692307692308,0.98378041172801,0.02473653804807463,0.05298329355608592,0.005727923627684964,0.15083532219570409,0.2773269689737469,0.5131264916467781,0.03025830258302583,1.0,263202.0,278734.99999999994,0.6580570547417116,0.7770440251572326,1.0,0.05377358490566037,0.06635220125786163,0.06415094339622641,0.056918238993710686,0.1,0.09025157232704402,0.06918238993710693,0.06320754716981132,0.07012578616352201,0.07830188679245281,0.0669811320754717,0.06635220125786163,0.052830188679245285,0.038364779874213835,0.018553459119496855,0.018238993710691823,0.011635220125786164,0.014779874213836478,3180.0,1355.0
1243,85,RL,85.0,10625,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SFoyer,7,6,1974,1974,Gable,CompShg,Plywood,Plywood,BrkFace,81.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,885,LwQ,168,0,1053,GasA,TA,Y,SBrkr,1173,0,0,1173,1,0,2,0,3,1,Gd,6,Typ,2,TA,Attchd,1974.0,RFn,2,528,TA,TA,Y,0,120,0,0,0,0,,MnPrv,,0,1,2010,WD,Family,170000,-93.636372,42.050270000000005,169,000300,1,96278.76190476186,112612.0,43571.70370370369,10.0,3955.7127979425372,43571.70370370369,0.0,-0.08110065170166547,0.2490379797977301,0.05800214822771214,0.010741138560687431,0.13856068743286787,0.39849624060150374,0.3941997851772288,0.010183299389002035,1.0,191770.0,189849.00000000003,0.6305609284332687,0.950354609929078,1.0,0.046493301812450746,0.07092198581560284,0.0677698975571316,0.05831363278171789,0.022852639873916468,0.02679275019700552,0.0338849487785658,0.05988967691095351,0.06304176516942474,0.06934594168636721,0.09535066981875491,0.10717100078802208,0.07880220646178092,0.07249802994483845,0.06225374310480693,0.029944838455476755,0.02048857368006304,0.014184397163120569,1269.0,491.0
1244,20,RL,107.0,13891,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,,,Ex,TA,PConc,Ex,Gd,Gd,GLQ,1386,Unf,0,690,2076,GasA,Ex,Y,SBrkr,2076,0,0,2076,1,0,2,1,2,1,Ex,7,Typ,1,Gd,Attchd,2006.0,Fin,3,850,TA,TA,Y,216,229,0,0,0,0,,,,0,9,2006,New,Partial,465000,-93.6566537,42.0628074,169,000100,2,92967.75,112187.19966859983,43554.18140881312,36.0,1090.2749920615072,43554.18140881312,1.414,1.519417475728155,0.11330697016247022,0.056,0.014588235294117647,0.13458823529411762,0.4809411764705882,0.31388235294117645,0.015741507870753936,1.0,221827.00000000003,256323.99999999997,0.7533726812816189,0.8988439306358381,1.0,0.08413615928066795,0.0838150289017341,0.07032755298651253,0.04816955684007707,0.031149646756583174,0.04592164418754014,0.07418111753371869,0.07803468208092486,0.07931920359666024,0.06165703275529865,0.054913294797687855,0.07225433526011561,0.05876685934489403,0.04463712267180475,0.043994861913937054,0.034360950545921636,0.023121387283236997,0.011239563262684648,3114.0,1207.0
1245,70,RL,,11435,Pave,,IR1,HLS,AllPub,Corner,Mod,Crawfor,Norm,Norm,1Fam,2Story,8,7,1929,1950,Gable,CompShg,BrkFace,Stucco,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,792,792,GasA,Fa,Y,SBrkr,792,725,0,1517,0,0,1,0,3,1,Gd,7,Typ,2,Gd,Detchd,1931.0,Unf,2,400,TA,TA,Y,0,0,0,0,0,0,,,,0,6,2006,WD,Normal,230000,-93.642431,42.019059000000006,169,001100,3,114533.88372093024,145344.5,61223.056384742944,5.0,5090.648985229456,61223.056384742944,0.011952191235059759,-0.2055961070559611,0.6390772896080325,0.07803468208092486,0.0,0.023121387283236997,0.2832369942196532,0.615606936416185,0.01968503937007874,1.0,187162.0,204247.0,0.4610051993067591,0.9494640122511486,1.0,0.03828483920367534,0.033690658499234305,0.0444104134762634,0.06584992343032159,0.28790199081163853,0.05206738131699847,0.055130168453292494,0.03981623277182236,0.04594180704441042,0.05206738131699847,0.04747320061255743,0.06278713629402756,0.05972434915773354,0.04287901990811639,0.02603369065849924,0.021439509954058196,0.015313935681470138,0.009188361408882085,653.0,254.0
1246,80,RL,78.0,12090,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,7,1984,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,74.0,TA,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,585,585,GasA,Ex,Y,SBrkr,1140,728,0,1868,0,0,3,1,3,1,TA,7,Typ,1,TA,BuiltIn,1984.0,Fin,2,477,TA,TA,Y,268,112,0,0,147,0,,,,0,1,2007,WD,Abnorml,178000,-93.637876,42.055545,169,000300,1,96278.76190476186,112612.0,43571.70370370369,10.0,3955.7127979425372,43571.70370370369,0.0,-0.08110065170166547,0.2490379797977301,0.05800214822771214,0.010741138560687431,0.13856068743286787,0.39849624060150374,0.3941997851772288,0.010183299389002035,1.0,191770.0,189849.00000000003,0.6305609284332687,0.950354609929078,1.0,0.046493301812450746,0.07092198581560284,0.0677698975571316,0.05831363278171789,0.022852639873916468,0.02679275019700552,0.0338849487785658,0.05988967691095351,0.06304176516942474,0.06934594168636721,0.09535066981875491,0.10717100078802208,0.07880220646178092,0.07249802994483845,0.06225374310480693,0.029944838455476755,0.02048857368006304,0.014184397163120569,1269.0,491.0
1247,60,FV,65.0,8125,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,756,756,GasA,Ex,Y,SBrkr,756,797,0,1553,0,0,2,1,3,1,Gd,6,Typ,0,,Attchd,2005.0,RFn,2,615,TA,TA,Y,0,45,0,0,0,0,,,,0,3,2006,New,Partial,186500,-93.642309,42.051355,169,000100,6,85564.47619047617,96885.6,41348.027716535435,43.0,3010.7715839258008,41348.027716535435,1.6057692307692308,0.98378041172801,0.02473653804807463,0.05298329355608592,0.005727923627684964,0.15083532219570409,0.2773269689737469,0.5131264916467781,0.03025830258302583,1.0,263202.0,278734.99999999994,0.6580570547417116,0.7770440251572326,1.0,0.05377358490566037,0.06635220125786163,0.06415094339622641,0.056918238993710686,0.1,0.09025157232704402,0.06918238993710693,0.06320754716981132,0.07012578616352201,0.07830188679245281,0.0669811320754717,0.06635220125786163,0.052830188679245285,0.038364779874213835,0.018553459119496855,0.018238993710691823,0.011635220125786164,0.014779874213836478,3180.0,1355.0
1248,80,RL,,12328,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,335.0,TA,TA,CBlock,TA,TA,Av,GLQ,539,Unf,0,473,1012,GasA,TA,Y,SBrkr,1034,0,0,1034,1,0,1,0,3,1,TA,6,Typ,0,,Attchd,1976.0,Unf,3,888,TA,TA,Y,0,0,0,0,0,0,,,,0,5,2010,WD,Normal,169900,-93.600797,41.994784,169,001302,2,53883.89208633094,68471.5,27975.34889058914,38.0,317.3718134664986,27975.34889058914,0.4957983193277311,0.3265822784810126,-0.03561778132349694,0.1486666666666667,0.016666666666666666,0.278,0.4113333333333333,0.1453333333333333,0.04213483146067416,1.0,163398.99999999997,206592.0,0.5032080659945004,0.9026717557251906,1.0,0.06297709923664122,0.05305343511450382,0.051145038167938923,0.06755725190839695,0.19274809160305345,0.116412213740458,0.07290076335877863,0.06259541984732825,0.04465648854961832,0.050763358778625964,0.05534351145038168,0.06450381679389312,0.037786259541984724,0.020229007633587787,0.020229007633587787,0.012595419847328244,0.009923664122137405,0.004580152671755725,2620.0,1068.0
1249,75,RM,60.0,9600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,6,5,1917,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,BrkTil,Gd,TA,No,Rec,319,Unf,0,416,735,OthW,Fa,N,SBrkr,1134,924,0,2058,0,0,1,1,3,1,TA,8,Typ,1,Gd,Detchd,1950.0,Unf,2,396,Fa,Fa,P,0,0,259,0,0,0,,,,0,4,2008,WD,Normal,129500,-93.616885,42.02793,169,000900,4,36110.11111111111,53352.599078341016,27897.624096385534,65.0,4320.416579908172,27897.624096385534,-0.17490494296577944,-0.16015252621544326,0.15556053349262727,0.17307692307692307,0.017482517482517484,0.08041958041958044,0.5541958041958042,0.17482517482517482,0.05069124423963134,1.0,115000.0,124531.0,0.23376623376623376,0.8830874006810444,1.0,0.05107832009080591,0.02951191827468785,0.04540295119182746,0.07150964812712825,0.1532349602724177,0.16799091940976163,0.094211123723042,0.056753688989784334,0.04994324631101021,0.043132803632236094,0.06242905788876276,0.06015891032917139,0.04086265607264472,0.02043132803632236,0.01362088535754824,0.01362088535754824,0.01021566401816118,0.015891032917139614,881.0,434.0
1250,20,RL,60.0,7200,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1950,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,534,Rec,96,246,876,GasA,TA,Y,SBrkr,988,0,0,988,0,0,1,0,3,1,TA,6,Typ,0,,Attchd,1950.0,Unf,1,276,TA,TA,Y,0,80,0,0,0,0,,,,0,5,2007,WD,Normal,119000,-93.607957,42.037203000000005,169,000200,3,63447.275862068964,70865.39957264958,32674.88374384236,22.0,4855.505920433825,32674.88374384236,-0.01680672268907563,-0.05130597014925373,0.4901728536642378,0.19372442019099587,0.03956343792633015,0.25375170532060026,0.43792633015006815,0.07503410641200543,0.02991452991452992,1.0,123280.0,126074.00000000001,0.6,0.9311701081612584,1.0,0.07669616519174041,0.050147492625368724,0.04228121927236971,0.037364798426745324,0.07276302851524091,0.11701081612586035,0.07964601769911504,0.07276302851524091,0.05506391347099312,0.057030481809242875,0.06784660766961652,0.07079646017699115,0.07177974434611603,0.029498525073746312,0.035398230088495575,0.024582104228121928,0.0127826941986234,0.02654867256637168,1017.0,468.0
1251,20,RL,93.0,11160,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,5,1968,1968,Hip,CompShg,BrkFace,BrkFace,None,0.0,Gd,TA,CBlock,TA,TA,No,ALQ,1065,Unf,0,1045,2110,GasA,Ex,Y,SBrkr,2110,0,0,2110,1,0,2,1,3,1,Ex,8,Typ,2,TA,Attchd,1968.0,Fin,2,522,TA,TA,Y,0,0,0,0,0,0,,,,0,4,2010,WD,Normal,244000,-93.61731999999999,42.051245,169,000200,1,68134.59322033897,80131.59962406014,38825.146630236806,16.0,1743.4422150185026,38825.146630236806,-0.02742230347349177,-0.056059356966199514,0.5938289368251651,0.08833922261484099,0.04711425206124852,0.13309776207302706,0.4134275618374558,0.3180212014134276,0.033834586466165405,1.0,173416.0,187689.99999999997,0.5399201596806387,0.8192139737991265,1.0,0.046288209606986895,0.041921397379912656,0.03668122270742358,0.03318777292576419,0.10043668122270742,0.1301310043668122,0.06200873362445415,0.039301310043668124,0.03668122270742358,0.055021834061135366,0.06200873362445415,0.07423580786026202,0.06899563318777292,0.055021834061135366,0.041921397379912656,0.050655021834061134,0.034934497816593885,0.03056768558951965,1145.0,532.0
1252,120,RL,,3136,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,Wd Shng,Stone,163.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1405,1405,GasA,Ex,Y,SBrkr,1405,0,0,1405,0,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2003.0,RFn,2,478,TA,TA,Y,148,36,0,0,0,0,,,,0,3,2006,WD,Normal,171750,-93.65061700000001,42.05758,169,000100,2,92967.75,112187.19966859983,43554.18140881312,36.0,1090.2749920615072,43554.18140881312,1.414,1.519417475728155,0.11330697016247022,0.056,0.014588235294117647,0.13458823529411762,0.4809411764705882,0.31388235294117645,0.015741507870753936,1.0,221827.00000000003,256323.99999999997,0.7533726812816189,0.8988439306358381,1.0,0.08413615928066795,0.0838150289017341,0.07032755298651253,0.04816955684007707,0.031149646756583174,0.04592164418754014,0.07418111753371869,0.07803468208092486,0.07931920359666024,0.06165703275529865,0.054913294797687855,0.07225433526011561,0.05876685934489403,0.04463712267180475,0.043994861913937054,0.034360950545921636,0.023121387283236997,0.011239563262684648,3114.0,1207.0
1253,20,RL,62.0,9858,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,6,1968,1968,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,510,Unf,0,354,864,GasA,TA,Y,SBrkr,874,0,0,874,1,0,1,0,3,1,TA,5,Typ,0,,Attchd,1968.0,RFn,1,288,TA,TA,Y,33,0,0,0,0,0,,GdWo,Shed,600,11,2009,WD,Normal,130000,-93.604218,41.992919,169,001302,2,53883.89208633094,68471.5,27975.34889058914,38.0,317.3718134664986,27975.34889058914,0.4957983193277311,0.3265822784810126,-0.03561778132349694,0.1486666666666667,0.016666666666666666,0.278,0.4113333333333333,0.1453333333333333,0.04213483146067416,1.0,163398.99999999997,206592.0,0.5032080659945004,0.9026717557251906,1.0,0.06297709923664122,0.05305343511450382,0.051145038167938923,0.06755725190839695,0.19274809160305345,0.116412213740458,0.07290076335877863,0.06259541984732825,0.04465648854961832,0.050763358778625964,0.05534351145038168,0.06450381679389312,0.037786259541984724,0.020229007633587787,0.020229007633587787,0.012595419847328244,0.009923664122137405,0.004580152671755725,2620.0,1068.0
